f1_q1d,f1_q2d,f1_q3d,f2_q1d,f2_q2d,f2_q3d,f3_q1d,f3_q2d,f3_q3d,f1_q1,f1_q2,f1_q3,f2_q1,f2_q2,f2_q3,f3_q1,f3_q2,f3_q3,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,s,s_e,s_d,s1,s2,s3,force
2.5755460056071966,1.1159680159961214,2.6231806982619807,2.5755460056071966,1.1159680159961214,2.6231806982619807,2.5755460056071966,1.1159680159961214,2.6231806982619807,2.575582377168032,1.1159635237251742,2.6232298657474775,2.575582377168032,1.1159635237251742,2.6232298657474775,2.575582377168032,1.1159635237251742,2.6232298657474775,-3.637156083565621e-05,4.49227094710414e-06,-4.916748549675911e-05,-3.637156083565621e-05,4.49227094710414e-06,-4.916748549675911e-05,-3.637156083565621e-05,4.49227094710414e-06,-4.916748549675911e-05,0.11750385980042169,0.11749385975498136,0.1174938598004217,0.019583976633403614,0.019583976633403614,0.019583976633403614,-0.0006899003886709093,0.0
2.5755081067628063,1.11598835714328,2.62311491212182,2.575527121367841,1.1159710655822392,2.623129096746354,2.5754984395417373,1.1159800391140298,2.623112900838731,2.575556773372209,1.1159823454836557,2.6231806982619807,2.5755757890392488,1.115965053931971,2.6231948847490125,2.5755471032551167,1.1159740274109202,2.6231786819836302,-4.8666609402829866e-05,6.011659624054936e-06,-6.578614016061568e-05,-4.8667671408099236e-05,6.011650268138383e-06,-6.578800265836477e-05,-4.866371337954779e-05,6.011703109731687e-06,-6.578114489939341e-05,0.11749723968259201,0.11748385971908647,0.1174838598004217,0.01958296027579659,0.019583148693901088,0.01958246830404535,-0.0016131288821398424,0.0
2.5833264854648177,1.1150260943714558,2.6336538441972173,2.5833460167288473,1.1149982761717503,2.633694343236593,2.5833077838230736,1.115016354146797,2.633676849378363,2.5755079856838807,1.115992249960235,2.6230858719263006,2.575527121367841,1.1159644277295788,2.6231257221843376,2.575489448298528,1.1159825126554996,2.6231092133911567,0.007818499780936934,-0.0009661555887790001,0.010567972270916583,0.007818895361006703,-0.000966151557828264,0.010568621052255707,0.007818335524545398,-0.0009661585087025967,0.010567635987206324,0.11534894890406586,0.1174722376815634,0.1174738598004217,0.019580233190968785,0.019580651793259535,0.01958004435429744,0.14675676949332064,0.0
2.410492503808113,1.122611300329833,2.6038319463661628,2.546809183534702,1.1989429197192916,2.566008484414187,2.6441909271468846,1.146028154055518,2.527874637651615,2.583320108386622,1.120055144855849,2.8420948748684998,2.5904307328754235,1.1960871013263132,2.6296992533189325,2.714514027261745,1.1433319622931806,2.633676849378363,-0.17282760457850882,0.0025561554739843536,-0.23826292850233693,-0.04362154934072107,0.002855818392978389,-0.06369076890474529,-0.07032310011486038,0.002696191762337329,-0.1058022117267483,0.14570561176050983,0.1171569693550612,0.1174638598004217,0.02435434987851639,0.0223776910803453,0.023491519193475446,-0.33671430702538063,0.0
2.317003076857928,1.1377659946889356,2.7127504541164997,2.39153267940991,1.2913072868426754,2.411833588536831,2.6121466707761316,1.16966469491233,2.348879473568981,2.410488880957179,1.1287048108599782,2.838007934485461,2.478587914963847,1.2821789922329794,2.5328248093116805,2.7314099209617124,1.1610267773274112,2.527874637651615,-0.09348580409925118,0.009061183828957283,-0.12525748036896145,-0.08705523555393717,0.009128294609696025,-0.12099122077484938,-0.11926325018558066,0.008637917584918676,-0.1789951640826337,0.14517457135793915,0.11710391166692236,0.11745385980042171,0.020882604668728235,0.02050907822130204,0.022143704406335486,-1.7816924001784336,0.0
2.287601502216649,1.0349108608491817,2.7254448238301205,2.2810608090926814,1.3805217391423346,2.4114736425463006,2.623929099958789,1.1525506309444733,2.363431114883689,2.2760224438582584,1.036888281869905,2.7127504541164997,2.2654276986121706,1.3829964471778124,2.392728606436537,2.609118055441372,1.155015615658808,2.345380115816553,0.01157905835839086,-0.0019774210207233645,0.012694369713620776,0.015633110480510776,-0.002474708035477871,0.01874503610976373,0.014811044517417098,-0.0024649847143348174,0.018050999067136034,0.11423847165378935,0.11744079589163495,0.11744385980042171,0.012696759418224976,0.01591995101273221,0.015526762458408056,-1.365358501043661,0.0
2.198435720745703,0.8951603673603366,2.7705462097557865,2.149472209407679,1.3923417486134069,2.36267471906093,2.7573974589010386,1.0958007433610897,2.5126916326930626,2.159591092817225,0.9024182445326039,2.7254448238301205,2.0824696459094016,1.4036283761111852,2.288019571309819,2.644504227411513,1.1145939094141522,2.3742007681556556,0.03884462792847829,-0.007257877172267354,0.045101385925666024,0.06700256349827755,-0.011286627497778357,0.07465514775111114,0.11289323148952538,-0.01879316605306253,0.1384908645374071,0.10047297455993154,0.11741473355013736,0.11743385980042172,0.006558443994552265,0.010357909623873937,0.015691129481108717,1.7698463146631067,0.0
2.123745102990039,0.933174193037781,2.793347501824032,2.034348843713813,1.3867335406364745,2.2948143864655113,2.8452277747191443,1.0619839351305282,2.6263201069104207,2.103843532101478,0.9368557165388114,2.7705462097557865,2.0113616440957416,1.3907317382974569,2.2683207358198505,2.7663070797981284,1.0714420560390505,2.514478872700328,0.019901570888561072,-0.003681523501030199,0.02280129206824565,0.02298719961807132,-0.003998197660982487,0.026493650645660845,0.07892069492101617,-0.009458120908522275,0.11184123421009269,0.10673669953961834,0.11738917531511134,0.11742385980042172,0.007377024358069747,0.008081799117282348,0.0199520609073367,3.2308095750450354,0.0
2.1454664478443775,1.0558223741570365,2.7903736391479064,2.0734881709166695,1.262355967147705,2.3207929813078447,2.821933479013506,1.068975120793617,2.598546855967721,2.148212858517499,1.0553520063682589,2.793347501824032,2.074902335494806,1.2621030153695934,2.322445292412903,2.8385935591503038,1.068389373627678,2.624075602342014,-0.0027464106731214474,0.000470367788777586,-0.0029738626761254892,-0.001414164578136534,0.0002529517781116486,-0.0016523111050583093,-0.01666008013679741,0.0005857471659392799,-0.025528746374293226,0.11948683257815575,0.11741088995172055,0.11741385980042172,0.012197386606171501,0.006837770111838006,0.02363577546051398,3.125093050513089,0.0
2.177421853263762,1.107186350824648,2.7753936232726533,2.151134843510696,1.2113894958343852,2.362028889540805,2.7710805391444224,1.0845808809741868,2.526426117239263,2.1908631966411405,1.1049523194014133,2.7903736391479064,2.1576860683585872,1.2102449570224019,2.369410489329343,2.8173038419903884,1.0822430882358027,2.597138289812531,-0.013441343377378383,0.002234031423234699,-0.014980015875253149,-0.006551224847891588,0.0011445388119832689,-0.007381599788537826,-0.04622330284596582,0.002337792738383834,-0.07071217257326784,0.1236959791924535,0.11738447234454592,0.11740385980042173,0.014499957167825189,0.00804326002204666,0.02304913621721303,2.7168794958589677,0.0
