f1_q1d,f1_q2d,f1_q3d,f2_q1d,f2_q2d,f2_q3d,f3_q1d,f3_q2d,f3_q3d,f1_q1,f1_q2,f1_q3,f2_q1,f2_q2,f2_q3,f3_q1,f3_q2,f3_q3,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,s,s_e,s_d,s1,s2,s3,force
2.5750856473053267,1.1158976734356818,2.6216852181295542,2.5749130113361405,1.1157812626002825,2.622421411160075,2.5750895974851304,1.116102460083506,2.622433730954174,2.575108514324997,1.1158948323109432,2.6217160909595076,2.5749359023566525,1.115778421777247,2.6224523213392628,2.5751125257543794,1.1160996198223603,2.622464705219313,-2.286701967018087e-05,2.841124738294394e-06,-3.0872829953368e-05,-2.289102051180157e-05,2.840823035428378e-06,-3.0910179187927876e-05,-2.2928269248814008e-05,2.8402611461406973e-06,-3.097426513884975e-05,0.1173001495440068,0.11729385978251386,0.11729385980042177,0.019540176093380976,0.01954854939898503,0.019562021626286414,-0.009359468121036659,0.0
2.575063099482071,1.115893942072093,2.6216101161594487,2.5748814938007185,1.1157715691363652,2.6223838671264224,2.575067206004634,1.1161092055746837,2.6223967908138746,2.5750854281235864,1.1158911670221987,2.6216402602196673,2.5749038470531143,1.1157687943952532,2.6224140494842283,2.5750895974851304,1.1161064314096265,2.6224270389456343,-2.2328641515382168e-05,2.7750498944982435e-06,-3.0144060218481987e-05,-2.2353252395670747e-05,2.774741112036652e-06,-3.0182357806040595e-05,-2.2391480496389475e-05,2.7741650572578405e-06,-3.024813175988652e-05,0.11729000159600286,0.11728385978334963,0.11728385980042177,0.019537988790131574,0.019546785259306008,0.019560948328867088,-0.00978538025408703,0.0
2.5750409433059476,1.1158900084350547,2.621534615499422,2.57485007966851,1.1157615456257366,2.622346653697782,2.575045196785763,1.1161159731116888,2.622360200177872,2.57506288772969,1.1158872803348556,2.621564238991046,2.5748720494491293,1.115758817843064,2.622376316645527,2.575067206004634,1.116113245922679,2.622389930984994,-2.194442374249387e-05,2.7281001990827112e-06,-2.9623491623888355e-05,-2.196978061932926e-05,2.727782672488358e-06,-2.9662947745103925e-05,-2.2009218871145626e-05,2.727189009839202e-06,-2.9730807121818472e-05,0.1172798960545391,0.11727385978393452,0.11727385980042178,0.01953580244142202,0.01954502754638204,0.019559898157487557,-0.01020407450324686,0.0
2.5750185828691454,1.1158862213274112,2.6214596567961963,2.5748186269893427,1.1157517769090788,2.6223092959562635,2.5750229762762564,1.1161226955752728,2.622323448652003,2.5750407349610756,1.1158834666154802,2.621489558773333,2.5748408058366286,1.1157490225315492,2.6223392395635177,2.575045196785763,1.1161199418242318,2.622353463948653,-2.215209193014571e-05,2.754711931009953e-06,-2.9901977136715603e-05,-2.2178847285668784e-05,2.754377529521472e-06,-2.9943607254106857e-05,-2.222050950647937e-05,2.7537510408206073e-06,-3.0015296650560192e-05,0.11726995331919202,0.11726385978362337,0.11726385980042178,0.019533654552171462,0.01954330062777095,0.0195588659965029,-0.010626841020803992,0.0
2.574995872762184,1.1158826332625997,2.621385197845421,2.574787085383248,1.1157423381064344,2.6222716549725713,2.5750004055826725,1.1161293851664582,2.6222863899679156,2.5750183709801204,1.1158798347074166,2.6214155651703086,2.5748096119301995,1.115739539904657,2.6223020663752337,2.5750229762762564,1.1161265876278432,2.622316877338328,-2.2498217936518838e-05,2.7985551834128633e-06,-3.0367324887456923e-05,-2.252654695121531e-05,2.7982017771256782e-06,-3.041140266236981e-05,-2.2570693583850623e-05,2.797538615005668e-06,-3.048737041212598e-05,0.11726004866645637,0.11725385978309678,0.11725385980042179,0.019531521961779288,0.019541581960894557,0.019557825380880543,-0.01105632415127392,0.0
2.574973158151533,1.1158790287872824,2.6213105821045612,2.5747555305700587,1.115732862636098,2.6222339963623202,2.5749778310501106,1.1161360924772836,2.622249310934994,2.5749956572079626,1.1158762293198112,2.6213409486729384,2.574778059117098,1.1157300635358283,2.622264408815418,2.5750004055826725,1.1161332940670783,2.6222798025236687,-2.24990564295394e-05,2.7994674712479425e-06,-3.0366568377088007e-05,-2.2528547039394992e-05,2.7991002694877055e-06,-3.0412453097731145e-05,-2.2574532562118985e-05,2.7984102055740764e-06,-3.0491588674814925e-05,0.11725004903173702,0.11724385978309801,0.11724385980042179,0.01952936966914404,0.01953984572276393,0.01955676891184522,-0.011485935181254727,0.0
2.574950679655872,1.1158752836889665,2.621235568468359,2.574724027903919,1.1157231488210013,2.6221965236641886,2.57495548940123,1.1161428299935885,2.6222124288311286,2.574972943605113,1.1158725126688411,2.6212656158331376,2.5747463221984734,1.1157203781779943,2.62222661824264,2.5749778310501106,1.1161400600604359,2.6222426049043452,-2.226394924103268e-05,2.771020125119711e-06,-3.0047364778562075e-05,-2.2294294554623904e-05,2.7706430069704644e-06,-3.009457845142677e-05,-2.2341648880502357e-05,2.769933152851132e-06,-3.0176073216775992e-05,0.1172399844935915,0.11723385978346058,0.1172338598004218,0.01952719902881226,0.019538096620914023,0.0195557115360185,-0.011911168578784461,0.0
2.5749283016091713,1.115871493334871,2.621160503975018,2.5746925528149336,1.1157133629029188,2.622159140035829,2.5749332425244695,1.1161495684854117,2.6221756380118006,2.574950468117298,1.1158687336423903,2.6211904179639594,2.574714750694367,1.1157106035995552,2.622189102833493,2.57495548940123,1.1161468099157568,2.622205685135559,-2.2166508126867433e-05,2.7596924806457613e-06,-2.9913988941323085e-05,-2.2197879433267207e-05,2.7593033638495495e-06,-2.9962797664022974e-05,-2.224687676012375e-05,2.758569655218803e-06,-3.0047123758332635e-05,0.11722995782679105,0.11722385978361122,0.1172238598004218,0.019525034378264534,0.019536354136993124,0.019554664423669023,-0.012334651724520451,0.0
2.5749058047916478,1.1158677813074038,2.6210856950345867,2.574661050809582,1.1157037102268879,2.622121667400536,2.5749108727945305,1.116156287474217,2.6221387473999997,2.5749280907245695,1.1158650059482813,2.621115768321821,2.5746833694368454,1.1157009352725145,2.622151791553938,2.5749332425244695,1.1161535132842757,2.6221689595067574,-2.228593292190918e-05,2.7753591225789596e-06,-3.007328723439396e-05,-2.2318627263321764e-05,2.7749543732042604e-06,-3.0124153402125097e-05,-2.2369729939080844e-05,2.774189941130649e-06,-3.02121067575542e-05,0.11721999081794565,0.11721385978343206,0.1172138598004218,0.019522884796546194,0.01953462307690853,0.019553622006986304,-0.012760527071285761,0.0
2.574883191315522,1.1158641335788264,2.621011031744917,2.5746295161761714,1.1156941621956862,2.6220840983930067,2.574888384655718,1.1161629984009718,2.6221017502858333,2.574905592236293,1.115861343098433,2.621041258324568,2.574651951113052,1.1156913721355988,2.6221143778947593,2.5749108727945305,1.1161602091358822,2.6221321213579607,-2.2400920771244e-05,2.7904803931916392e-06,-3.022657965097431e-05,-2.243493688073721e-05,2.790060087516001e-06,-3.0279501752570576e-05,-2.2488138812572787e-05,2.789265089739071e-06,-3.0371072127239038e-05,0.11721002258705945,0.11720385978325874,0.1172038598004218,0.019520737479048592,0.019532892177841404,0.019552574407218713,-0.013188710847536507,0.0
2.574860610980826,1.1158604604185989,2.620936260772003,2.5745979835805475,1.1156845675338438,2.6220465509696282,2.574865927824874,1.1161697198672487,2.6220647737687104,2.574882977734247,1.1158576733912087,2.620966439367169,2.574620385452555,1.1156817809395445,2.622076784201762,2.574888384655718,1.1161669340933313,2.622095101599271,-2.236675342074309e-05,2.7870273900724135e-06,-3.017859516595832e-05,-2.2401872007701864e-05,2.7865942996277347e-06,-3.0233232133791064e-05,-2.2456830844210983e-05,2.7857739175207785e-06,-3.032783056088313e-05,0.11720001332199559,0.11719385978331355,0.11719385980042181,0.019518580997190966,0.019531153547107147,0.019551521349332565,-0.013616352866081524,0.0
2.5748381238857028,1.1158567344959538,2.6208613527056843,2.574566471150528,1.1156748835263195,2.6220090785912844,2.5748435607926368,1.1161764517402064,2.6220278746292434,2.5748603982172265,1.1158539581833486,2.6208914047221983,2.5745887816093873,1.1156721076583787,2.6220391868136184,2.574865927824874,1.1161736767158508,2.6220580802332876,-2.2274331523496935e-05,2.776312605140063e-06,-3.0052016513833134e-05,-2.2310458859619617e-05,2.775867940927117e-06,-3.0108222334132835e-05,-2.236703223691361e-05,2.7750243559239364e-06,-3.0205604044356403e-05,0.11718998803066992,0.1171838597834571,0.11718385980042181,0.019516419354681232,0.01952941159449886,0.01955046943338103,-0.014042338941494387,0.0
2.5748156529500155,1.1158530055463443,2.620786467569889,2.5745349627920278,1.1156651954066117,2.6219716230875316,2.5748212058550246,1.1161831813353973,2.6219909898275766,2.5748379122581455,1.115850230307184,2.6208164974448587,2.5745572593542905,1.1156624206250911,2.6220017109207587,2.5748435607926368,1.116180407423406,2.6220211781486746,-2.225930813001398e-05,2.7752391600956168e-06,-3.00298749698445e-05,-2.229656226288664e-05,2.774781520619436e-06,-3.0087833227159316e-05,-2.2354937612064472e-05,2.773911991238034e-06,-3.018832109803788e-05,0.11717998403320734,0.11717385978348245,0.11717385980042182,0.019514261959833943,0.01952767349397221,0.019549421557803336,-0.014468148507348294,0.0
2.5747931256870844,1.1158493125664335,2.6207116910778394,2.5745034395785775,1.115655567206126,2.621934124248015,2.574798791349238,1.1161899035366116,2.6219540548853026,2.5748154413368063,1.1158465295039544,2.620741795090119,2.5745257937254884,1.1156527846156346,2.6219642881520384,2.5748212058550246,1.1161871218442392,2.621984322696128,-2.2315649722044424e-05,2.7830624792144243e-06,-3.010401227950181e-05,-2.235414691080387e-05,2.7825904914949046e-06,-3.0163904023468117e-05,-2.241450578646257e-05,2.7816923724963277e-06,-3.0267810825424733e-05,0.11716999966942326,0.11716385978339905,0.11716385980042182,0.019512109957539606,0.019525939196547604,0.019548374428708323,-0.014895146642986686,0.0
2.574770564683626,1.115845637785232,2.6206369497272246,2.574471904661796,1.1156459673187826,2.621896596856706,2.5747763406369977,1.1161966248555801,2.6219170861534984,2.57479291341165,1.115842849797625,2.6206670964860512,2.574494293092033,1.1156431798169857,2.6219268053817957,2.574798791349238,1.1161938382795293,2.6219474019006053,-2.234872802376233e-05,2.7879876071692108e-06,-3.0146758826704223e-05,-2.2388430236793498e-05,2.7875017970026085e-06,-3.020852508993993e-05,-2.2450712240363825e-05,2.786576050932207e-06,-3.0315747106848477e-05,0.11716000890444049,0.11715385978335102,0.11715385980042183,0.019509957427138073,0.019524203808348906,0.019547324723691972,-0.01532288866282917,0.0
2.5747480284527073,1.1158419474116346,2.620562155099931,2.5744403721899984,1.1156363392618687,2.621859087885268,2.5747539120071683,1.1162033514380174,2.6218801341627898,2.574770352230084,1.1158391617366137,2.620592266324538,2.5744627367729045,1.1156335540851767,2.6218892625924637,2.5747763406369977,1.1162005672122857,2.621910419135122,-2.2323777376992777e-05,2.7856750209463923e-06,-3.011122460667073e-05,-2.2364582905843878e-05,2.7851766916133152e-06,-3.0174707195392195e-05,-2.2428629829567822e-05,2.7842257318240985e-06,-3.0284972332217085e-05,0.11715000217321919,0.11714385978339158,0.11714385980042183,0.019507801159057887,0.019522465352464536,0.019546273316125753,-0.015750264134697572,0.0
2.5747255256814707,1.1158382396389803,2.62048732080684,2.574408845836765,1.1156266813077842,2.621821606584026,2.5747315135307343,1.1162100813852653,2.6218432085616072,2.5747478164790496,1.1158354572804696,2.620517385671172,2.574431178526008,1.115623899459857,2.6218517366205,2.5747539120071683,1.116207300513088,2.621873451864154,-2.2290797578790998e-05,2.782358510643427e-06,-3.0064864332066933e-05,-2.233268924278384e-05,2.781847927341518e-06,-3.0130036474131005e-05,-2.2398476433985333e-05,2.780872177497649e-06,-3.0243302546617196e-05,0.11713999323277087,0.1171338597834443,0.11713385980042183,0.019505643856512395,0.019520726341413296,0.019545222822151674,-0.016177119087938382,0.0
2.574703020192603,1.115834536678638,2.6204125124949043,2.574377317503667,1.1156170311160114,2.6217841248483764,2.574709108922858,1.116216809746006,2.621806278983435,2.574725314128736,1.115831753130537,2.6204425797181985,2.5743996544818746,1.1156142480914766,2.6218142590333944,2.5747315135307343,1.1162140277234696,2.6218365296116843,-2.22939361327301e-05,2.7835481009431277e-06,-3.0067223294354177e-05,-2.2336978207357863e-05,2.783024534986052e-06,-3.013418501784742e-05,-2.240460787615189e-05,2.7820225366526798e-06,-3.0250628249316723e-05,0.11712999423001343,0.11712385978344204,0.11712385980042184,0.019503488809615287,0.0195189891500352,0.019544173723020843,-0.016604144878806175,0.0
2.574680491228343,1.1158308488787627,2.620337747877882,2.574345781368283,1.1156074053252625,2.6217466248543024,2.574686677799682,1.116223535777178,2.621769326403626,2.574702808589642,1.1158280616081888,2.6203678448191856,2.574368142959815,1.1156046185916395,2.6217767906057547,2.574709108922858,1.1162207500726224,2.621799611878162,-2.2317361298899978e-05,2.7872705736691813e-06,-3.0096941303635337e-05,-2.2361591531681393e-05,2.7867336229246908e-06,-3.016575145241167e-05,-2.2431123176214985e-05,2.7857045552584907e-06,-3.0285474535999958e-05,0.11712000080872886,0.11711385978340884,0.11711385980042184,0.019501335533491752,0.019517253046967047,0.019543124439125144,-0.017031730100300367,0.0
2.57465795483454,1.115827165401396,2.6202629896400893,2.5743142405371375,1.1155977851866483,2.621709118370888,2.57466423644196,1.1162302625347258,2.621732363641983,2.574680279421809,1.1158243764304965,2.62029309444996,2.5743366105109144,1.1155949967656387,2.621739293789834,2.574686677799682,1.116227475169056,2.6217626619785896,-2.2324587269180197e-05,2.7889708992669563e-06,-3.010480987078578e-05,-2.2369973777034467e-05,2.7884210094063786e-06,-3.0175418946072442e-05,-2.2441357721829654e-05,2.787365669818348e-06,-3.029833660671007e-05,0.11711000292958257,0.11710385978340034,0.11710385980042184,0.019499181594419258,0.019515516118721994,0.01954207399487293,-0.0174595645487604,0.0
